"TABLE_NAME","FIELD_NAME","FIELD_TYPE_SQL","FIELD_LENGTH","FIELD_DESC"
"API_Requests","Idx","AUTOINC","4",""
"API_Requests","xAPIs","INTEGER","4",""
"API_Requests","RequestName","CHARACTER VARYING","51",""
"API_Requests","RequestStructure","CHARACTER LARGE OBJECT","8",""
"API_Requests","RequestParams","CHARACTER LARGE OBJECT","8",""
"API_Requests","DetailArrayDescriptor","CHARACTER VARYING","51",""
"API_Responses","Idx","AUTOINC","4",""
"API_Responses","xAPI_Request","INTEGER","4",""
"API_Responses","TimeStamp","TIMESTAMP","8",""
"API_Responses","StatusCode","INTEGER","4",""
"API_Responses","ResponseURL","CHARACTER LARGE OBJECT","8",""
"API_Responses","ResponseStats","CHARACTER LARGE OBJECT","8",""
"API_Responses","ResponseHeaders","CHARACTER LARGE OBJECT","8",""
"API_Responses","ResponseContent","CHARACTER LARGE OBJECT","8",""
"APIs","Idx","AUTOINC","4",""
"APIs","API_Name","SHORTSTRING","51",""
"APIs","Constants","CHARACTER LARGE OBJECT","8",""
"AccountStatus","IDX","AUTOINC","4",""
"AccountStatus","StatusName","SHORTSTRING","101",""
"AccountStatus","StatusText","CHARACTER LARGE OBJECT","8",""
"AccountStatus","Colour","INTEGER","4",""
"AccountStatus","Warning","BOOLEAN","1",""
"AccountStatus","xAccountStatusForOnHold","INTEGER","4",""
"AccountingDocHeaders","IDX","AUTOINC","4",""
"AccountingDocHeaders","HeaderText","CHARACTER LARGE OBJECT","8",""
"AccountingDocHeaders","HeaderType","BYTE","1","TAccountsDocumentHeaderType"
"AccountsIntegration","IDX","AUTOINC","4",""
"AccountsIntegration","AccountPackageID","BYTE","1"," TAccountsIntegrationType = ({aitNone,} aitSage, aitZapier {, aitQuickBooks, aitZero}) - note aitNone retired for 263"
"AccountsIntegration","AccountPackageName","SHORTSTRING","31",""
"AccountsIntegration","PackageSettings","CHARACTER LARGE OBJECT","8","Delphi class that inherits from TAccountIntegrationSettings"
"AccountsIntegration","xQBEInvoiceExport","INTEGER","4",""
"AccountsIntegration","xQBEOrdersExport","INTEGER","4",""
"AccountsIntegration","xQBECustomerExport","INTEGER","4",""
"AccountsIntegration","xQBECustomerImport","INTEGER","4",""
"AccountsIntegration","xQBECustomerCompare","INTEGER","4",""
"AccountsIntegration","xQBECustomerUpdate","INTEGER","4",""
"AccountsIntegration","IsDefault","BOOLEAN","1","Legacy. Superceded by ""IntegrationCombinination"""
"AccountsIntegration","xAccountStatusForOnHold","INTEGER","4",""
"AccountsIntegration","IntegrationCombinination","BYTE","1","TAccountsIntegrationCombinination = (aicNone, aicInvoicesOnly, aicOrdersOnly, aicInvoicesAndOrders)"
"Addons","IDX","AUTOINC","4",""
"Addons","Module_name","SHORTSTRING","129","Module_name"
"Addons","Form","CHARACTER VARYING","51",""
"AddressLogs","IDX","AUTOINC","4",""
"AddressLogs","ChangeNarrative","SHORTSTRING","256",""
"AddressLogs","ChangedTableName","SHORTSTRING","26",""
"AddressLogs","ChangeAction","BYTE","1","TTableAction = (taInsert, taUpdate, taDelete)"
"AddressLogs","ChangedRecordID","INTEGER","4",""
"AddressLogs","ChangeInfo","CHARACTER LARGE OBJECT","8",""
"AddressLogs","ChangeDate","TIMESTAMP","8",""
"AddressLogs","LogGroup","BYTE","1","TAddressLogGroup(alCompany, alPerson, alContacts....)"
"AddressLogs","xUser","INTEGER","4",""
"AddressLogs","ChangeMeaning","BYTE","1"," TAddressLogMeaning = (almCreated, almCompanyNameChanged...)"
"AntiFraudActions","IDX","AUTOINC","4",""
"AntiFraudActions","Description","SHORTSTRING","51",""
"AntiFraudActions","Meaning","BYTE","1","TAntiFraudAction = (aaNotActive, aaCheckingAlwaysActive, aaWarningActive,
aaCheckingLimitedActive, aaNeverActive)"
"AntiFraudActions","MaxLimit","MONEY","8",""
"Audit","Auditkey","AUTOINC","4","Auditkey"
"Audit","Type","INTEGER","4","Type"
"Audit","StockPool","BYTE","1","TStockPool"
"Audit","Quantity","INTEGER","4","Quantity"
"Audit","DisposedQty","INTEGER","4","A total of how many have been stocked out against a stock IN"
"Audit","LinkedBarcodesQty","INTEGER","4","A total of how many barcodes have been linked to stock IN"
"Audit","Date","DATE","4","Date"
"Audit","UnitPrice","MONEY","8","UnitPrice"
"Audit","Notes","CHARACTER LARGE OBJECT","8","Notes"
"Audit","Reference","SHORTSTRING","51","Reference"
"Audit","Site","SMALLINT","2","Owner"
"Audit","Currency","SMALLINT","2","Currency"
"Audit","StockManageOperation","BYTE","1","see TStockManageOperation"
"Audit","xStockIn","INTEGER","4","Link back to AuditKey for a StockOut or TransferOut"
"Audit","xTransferTo","INTEGER","4","Link to Receiver transfer IN record"
"Audit","xTransferFrom","INTEGER","4","Link to Donor transfer OUTrecord"
"Audit","xUser","INTEGER","4",""
"Audit","ResidualValue","MONEY","8",""
"Audit","xWarehouseOpLine","INTEGER","4","For Sales Dispatch/Stock In or Stock Out for Unreturned kit (see Disposal
Reason column)"
"Audit","xSalesAllocationLine","INTEGER","4",""
"Audit","xSalesAllocationQty","INTEGER","4",""
"Audit","DisposalReason","BYTE","1","TDisposalReason = (drUnspecified, drClassTransfer, drBeyondRepair, drEndOfLife,
drLost, drStolen, dsSold)"
"BatchItemDisposals","Idx","AUTOINC","4",""
"BatchItemDisposals","DisposalDate","TIMESTAMP","8",""
"BatchItemDisposals","xUser","INTEGER","4",""
"BatchItemDisposals","Reason","BYTE","1","TDisposalReason = (drUnspecified, drStockTransfer, drBeyondRepair, drEndOfLife, drLost, drStolen, dsSold, dsSalesOrderReturn)"
"BatchItemDisposals","Notes","CHARACTER LARGE OBJECT","8",""
"BespokeSettings","Idx","AUTOINC","4",""
"BespokeSettings","Settings","SHORTSTRING","256",""
"BespokeSettings","Value","SHORTSTRING","256",""
"COMPOSIT","IDX","AUTOINC","4",""
"COMPOSIT","Mastertype","INTEGER","4","Mastertype"
"COMPOSIT","Componenttype","INTEGER","4","Componenttype"
"COMPOSIT","Quantity","INTEGER","4","Quantity"
"COMPOSIT","Sortid","FLOAT","4","Sortid"
"COMPOSIT","Ratio1","INTEGER","4","Ratio1"
"COMPOSIT","Ratio2","INTEGER","4","Ratio2"
"COMPOSIT","NoAutoCountOut","BOOLEAN","1",""
"CONTACTS","ContactsCounter","AUTOINC","4","ContactsCounter"
"CONTACTS","Company","INTEGER","4","Company"
"CONTACTS","Person","INTEGER","4","Person"
"CONTACTS","TelephoneNumber","SHORTSTRING","51","TelephoneNumber"
"CONTACTS","Position","SHORTSTRING","51","Position"
"CONTACTS","Email","SHORTSTRING","101",""
"CONTACTS","xLink","INTEGER","4","Jobnumber"
"CONTACTS","RecordType","CHARACTER VARYING","21",""
"CONTACTS","MainContact","BOOLEAN","1",""
"CONTACTS","MobileNumber","SHORTSTRING","51",""
"CONTACTS","xRecordStatus","BYTE","1","TRecordStatus = (rsIntended, rsPending, rsAccepted,rsDeleted)"
"CREWJOBS","Counter","AUTOINC","4","Counter"
"CREWJOBS","Crewref","INTEGER","4","Crewref"
"CREWJOBS","JobRef","INTEGER","4","looks up Crew.IDX"
"CREWJOBS","Pay","MONEY","8","Pay"
"CREWJOBS","Purchased","MONEY","8","Purchased"
"CREWJOBS","Ordered","BOOLEAN","1",""
"CREWTYPE","Crewindex","AUTOINC","4","Crewindex"
"CREWTYPE","CrewText","CHARACTER VARYING","51","CrewText"
"CREWTYPE","Scheme_A","MONEY","8","Scheme_A"
"CREWTYPE","Scheme_B","MONEY","8","Scheme_B"
"CREWTYPE","Scheme_C","MONEY","8","Scheme_C"
"CREWTYPE","Scheme_D","MONEY","8","Scheme_D"
"CREWTYPE","Hourly_A","MONEY","8",""
"CREWTYPE","Hourly_B","MONEY","8",""
"CREWTYPE","Hourly_C","MONEY","8",""
"CREWTYPE","Hourly_D","MONEY","8",""
"CREWTYPE","Nominal","INTEGER","4","Nominal"
"CREWTYPE","DefaultPricing","INTEGER","4","DefaultPricing"
"CREWTYPE","DefaultHourlyPricing","INTEGER","4",""
"CREWTYPE","OldFilterID","INTEGER","4",""
"CREWTYPE","Retired","BOOLEAN","1",""
"CREWTYPE","DefaultChargePricingNew","INTEGER","4","Default charge price scheme for new crewing"
"CREWTYPE","DefaultPayPricingNew","INTEGER","4","Default pay price scheme for new crewing"
"CREWTYPE","DefaultPayRateNewA","MONEY","8","Default pay rate for currency A for new crewing"
"CREWTYPE","DefaultPayRateNewB","MONEY","8","Default pay rate for currency B for new crewing"
"CREWTYPE","DefaultPayRateNewC","MONEY","8","Default pay rate for currency C for new crewing"
"CREWTYPE","DefaultPayRateNewD","MONEY","8","Default pay rate for currency D for new crewing"
"CREWTYPE","CrewPayRateCompare","BYTE","1","TCrewPayRateCompare = (cprcHourly, cprcDaily). Compare the DefaultPayRate with a Crew person'' hourly or daily rate in various d"
"CREWTYPE","xPayNominal","INTEGER","4",""
"CREWTYPE","DefaultChargePDsA","MONEY","8",""
"CREWTYPE","DefaultChargePDsB","MONEY","8",""
"CREWTYPE","DefaultChargePDsC","MONEY","8",""
"CREWTYPE","DefaultChargePDsD","MONEY","8",""
"CREWTYPE","DefaultPayPDsA","MONEY","8",""
"CREWTYPE","DefaultPayPDsB","MONEY","8",""
"CREWTYPE","DefaultPayPDsC","MONEY","8",""
"CREWTYPE","DefaultPayPDsD","MONEY","8",""
"CREWTYPE","DefaultChargeTravelA","MONEY","8",""
"CREWTYPE","DefaultChargeTravelB","MONEY","8",""
"CREWTYPE","DefaultChargeTravelC","MONEY","8",""
"CREWTYPE","DefaultChargeTravelD","MONEY","8",""
"CREWTYPE","DefaultPayTravelA","MONEY","8",""
"CREWTYPE","DefaultPayTravelB","MONEY","8",""
"CREWTYPE","DefaultPayTravelC","MONEY","8",""
"CREWTYPE","DefaultPayTravelD","MONEY","8",""
"CRMUsers","Idx","AUTOINC","4",""
"CRMUsers","xCRMActivity","INTEGER","4",""
"CRMUsers","xUser","INTEGER","4",""
"CRMUsers","Dismissed","BOOLEAN","1",""
"CRMUsers","ReminderModesAutoDone","BYTE","1",""
"CURRENCY","Scheme","SMALLINT","2","Scheme"
"CURRENCY","Description","SHORTSTRING","21","Description"
"CURRENCY","ISO","SHORTSTRING","4","ISO"
"CURRENCY","CurrencyString","SHORTSTRING","6","CurrencyString"
"CURRENCY","CurrencyFormat","SMALLINT","2","CurrencyFormat"
"CURRENCY","NegCurrFormat","SMALLINT","2","NegCurrFormat"
"CURRENCY","ThousandSeparator","SHORTSTRING","2","ThousandSeparator"
"CURRENCY","DecimalSeparator","SHORTSTRING","2","DecimalSeparator"
"CURRENCY","CurrencyDecimals","SMALLINT","2","CurrencyDecimals"
"CURRENCY","ExchangeRate","DOUBLE PRECISION","8","ExchangeRate"
"CURRENCY","Method","SMALLINT","2","Method"
"CURRENCY","PrimaryLangId","SMALLINT","2","PrimaryLangId"
"CURRENCY","SubLangId","SMALLINT","2","SubLangId"
"CURRENCY","Crystal","SMALLINT","2","Crystal"
"CURRENCY","LocaleID","INTEGER","4",""
"CURRENCY","xAccountsLink","INTEGER","4",""
"CaseCodeReturns","IDX","AUTOINC","4",""
"CaseCodeReturns","xLineRef","INTEGER","4",""
"CaseCodeReturns","CaseCode","SHORTSTRING","21",""
"ClassTransfers","Idx","AUTOINC","4",""
"ClassTransfers","xOperationDetail","INTEGER","4",""
"ClassTransfers","xAuditOut","INTEGER","4",""
"ClassTransfers","xAuditIn","INTEGER","4",""
"Company","CompanyCounter","AUTOINC","4","CompanyCounter"
"Company","CompanyName","SHORTSTRING","51","Customer"
"Company","Address1","SHORTSTRING","51","Address1"
"Company","Address2","SHORTSTRING","51","Address2"
"Company","Address3","SHORTSTRING","51","Address3"
"Company","Town","SHORTSTRING","51","Town"
"Company","County","SHORTSTRING","51","County"
"Company","PostCode","SHORTSTRING","51","PostCode"
"Company","Country","SHORTSTRING","51","Country"
"Company","MainTelephone","SHORTSTRING","51","MainTelephone"
"Company","MainFax","SHORTSTRING","51","MainFax"
"Company","InvAdd1","SHORTSTRING","51","InvAdd1"
"Company","InvAdd2","SHORTSTRING","51","InvAdd2"
"Company","InvAdd3","SHORTSTRING","51","InvAdd3"
"Company","Invtown","SHORTSTRING","51","Invtown"
"Company","Invcounty","SHORTSTRING","51","Invcounty"
"Company","InvPostcode","SHORTSTRING","51","InvPostcode"
"Company","InvCountry","SHORTSTRING","51","InvCountry"
"Company","DelAdd1","SHORTSTRING","51","DelAdd1"
"Company","DelAdd2","SHORTSTRING","51","DelAdd2"
"Company","DelAdd3","SHORTSTRING","51","DelAdd3"
"Company","DelTown","SHORTSTRING","51","DelTown"
"Company","DelPostCode","SHORTSTRING","51","DelPostCode"
"Company","DelCounty","SHORTSTRING","51","DelCounty"
"Company","Delcountry","SHORTSTRING","51","Delcountry"
"Company","RegAdd1","SHORTSTRING","51","RegAdd1"
"Company","RegAdd2","SHORTSTRING","51","RegAdd2"
"Company","RegAdd3","SHORTSTRING","51","RegAdd3"
"Company","RegTown","SHORTSTRING","51","RegTown"
"Company","RegCounty","SHORTSTRING","51","RegCounty"
"Company","RegpostCode","SHORTSTRING","51","RegpostCode"
"Company","RegCountry","SHORTSTRING","51","RegCountry"
"Company","RegNumber","SHORTSTRING","21","RegNumber"
"Company","VatNumber","SHORTSTRING","51","VatNumber"
"Company","Notes","CHARACTER LARGE OBJECT","8","Notes"
"Company","Object","BINARY LARGE OBJECT","8","Object"
"Company","EmailAddress","SHORTSTRING","51","EmailAddress"
"Company","URL","SHORTSTRING","101","URL"
"Company","AccountsTelephone","SHORTSTRING","51","AccountsTelephone"
"Company","RegOfficeTelephone","SHORTSTRING","51","RegOfficeTelephone"
"Company","AccountsFax","SHORTSTRING","51","AccountsFax"
"Company","RegOfficeFax","SHORTSTRING","51","RegOfficeFax"
"Company","PaymentTerms","INTEGER","4","PaymentTerms"
"Company","PurchaseTerms","INTEGER","4","PurchaseTerms"
"Company","PriceDataBase","SHORTSTRING","36","PriceDataBase"
"Company","OurDiscount","SMALLINT","2","OurDiscount"
"Company","SaleDiscount","SMALLINT","2","SaleDiscount"
"Company","HireDiscount","SMALLINT","2","HireDiscount"
"Company","CrewDiscount","SMALLINT","2","CrewDiscount"
"Company","TransportDiscount","SMALLINT","2","TransportDiscount"
"Company","Hold","BOOLEAN","1","Hold"
"Company","Accref","SHORTSTRING","13","Account Ref"
"Company","AccountLimit","MONEY","8","AccountLimit"
"Company","InsuranceLimit","MONEY","8","InsuranceLimit"
"Company","InsuranceExpire","TIMESTAMP","8","InsuranceExpire"
"Company","Cellular","SHORTSTRING","26","Cellular"
"Company","Archived","BOOLEAN","1",""
"Company","xAccountStatus","SMALLINT","2",""
"Company","xRecordStatus","BYTE","1","TRecordStatus = (rsIntended, rsPending, rsAccepted,rsDeleted)"
"Company","xAntiFraudAction","BYTE","1",""
"Company","RentalVenueCommission","DOUBLE PRECISION","8",""
"Company","CrewVenueCommission","DOUBLE PRECISION","8",""
"Company","TransportVenueCommission","DOUBLE PRECISION","8",""
"Company","MiscVenueCommission","DOUBLE PRECISION","8",""
"Company","SalesOrderDiscount","SMALLINT","2",""
"Company","CreatedDate","TIMESTAMP","8",""
"Company","ModifiedDate","TIMESTAMP","8",""
"Company","xModifiedBy","INTEGER","4",""
"Company","AccountsEmail","CHARACTER VARYING","51",""
"Company","DeliveryTelephone","CHARACTER VARYING","51",""
"Company","DeliveryEmail","CHARACTER VARYING","51",""
"Company","RegisteredEmail","CHARACTER VARYING","51",""
"Company","DeliveryFax","CHARACTER VARYING","21",""
"Company","DeliveryWhat3Words","CHARACTER VARYING","256",""
"CompanyAntiFraud","IDX","AUTOINC","4",""
"CompanyAntiFraud","xCompany","INTEGER","4",""
"CompanyAntiFraud","DataOrigin","BYTE","1","TDataOrigin = (doExternal,doHireTrack)"
"CompanyAntiFraud","FirstJobDate","DATE","4",""
"CompanyAntiFraud","LastJobDate","DATE","4",""
"CompanyAntiFraud","ConfirmedJobsToDate","INTEGER","4",""
"CompanyAntiFraud","MaxConfirmedStockValueToDate","MONEY","8",""
"CompanyAntiFraud","AvConfirmedStockValueToDate","MONEY","8",""
"CompanyPics","IDX","AUTOINC","4",""
"CompanyPics","CompanyID","INTEGER","4",""
"CompanyPics","Image","IMAGE","8",""
"CompanyPics","ImageClassName","SHORTSTRING","26",""
"CompanyPics","IsDefault","BOOLEAN","1",""
"CompanyPics","xImageType","INTEGER","4",""
"CorrespondenceTypes","IDX","AUTOINC","4",""
"CorrespondenceTypes","Description","CHARACTER VARYING","51",""
"CorrespondenceTypes","SystemRecord","BOOLEAN","1",""
"Costs","Idx","AUTOINC","4",""
"Costs","xJob","INTEGER","4",""
"Costs","xInternalCostCentre","BYTE","1","TInternalCostCentre = (iccNone = 0, iccPayment = 1, iccEqUsage = 2, iccPrep = 3,
 iccTransport = 4, iccGlobalPurchaseOrderAlloc"
"Costs","xGeneralCostCentre","BYTE","1","TGeneralCostCentre - only for Payments"
"Costs","xCostCentreID","INTEGER","4","Lookup IDs for internal costs, e.g. Tranplan.TransprtCounter, Eqlists.Eql_no,
Service.Recordno, Audit.Auditkey. Combine with xI"
"Costs","xStatus","SMALLINT","2",""
"Costs","IsList","BOOLEAN","1",""
"Costs","Title","SHORTSTRING","256",""
"Costs","IsCompanySupplier","BOOLEAN","1",""
"Costs","xSupplier","INTEGER","4",""
"Costs","xPaymentType","BYTE","1","looks up PaymentTypes table"
"Costs","SupplierRef","SHORTSTRING","31",""
"Costs","OurRef","SHORTSTRING","31",""
"Costs","IsExpenditure","BOOLEAN","1",""
"Costs","IsIncome","BOOLEAN","1",""
"Costs","AnticipatedPrice","MONEY","8",""
"Costs","ActualPrice","MONEY","8",""
"Costs","LastQuotedTotal","MONEY","8",""
"Costs","InvoiceOnPrice","MONEY","8",""
"Costs","InvoiceOnTax","MONEY","8",""
"Costs","InvoiceOnIncTax","MONEY","8",""
"Costs","InvoicedTotal","MONEY","8",""
"Costs","Invoiced","BOOLEAN","1",""
"Costs","xNominal","INTEGER","4",""
"Costs","Notes","CHARACTER LARGE OBJECT","8",""
"Costs","xCreatedBy","INTEGER","4",""
"Costs","CreationDate","TIMESTAMP","8",""
"Costs","xModifiedBy","INTEGER","4",""
"Costs","ModifiedDate","TIMESTAMP","8",""
"Costs","Selected","BOOLEAN","1","cf LastQuotedTotal"
"Costs","Ordered","BOOLEAN","1",""
"Costs","xExpenditureUser","INTEGER","4",""
"Costs","ExpenditureDate","DATE","4",""
"Costs","QuoteCount","INTEGER","4",""
"CostsDetail","IDX","AUTOINC","4",""
"CostsDetail","xCost","INTEGER","4",""
"CostsDetail","Quantity","INTEGER","4",""
"CostsDetail","ReceivedToDate","INTEGER","4",""
"CostsDetail","Description","SHORTSTRING","256",""
"CostsDetail","PartNumber","SHORTSTRING","31",""
"CostsDetail","UnitPrice","MONEY","8",""
"CostsDetail","GrossTotal","MONEY","8",""
"CostsDetail","Discount","FLOAT","4",""
"CostsDetail","NetTotal","MONEY","8",""
"CostsDetail","Invoiced","BOOLEAN","1",""
"CostsDetail","xNominal","INTEGER","4",""
"Crew","Idx","AUTOINC","4","Idx"
"Crew","Job_no","INTEGER","4","Job_no"
"Crew","Header","INTEGER","4","Header"
"Crew","Type","INTEGER","4","Type"
"Crew","xStatus","SMALLINT","2",""
"Crew","xSite","BYTE","1","Site supplying crew"
"Crew","Out","TIMESTAMP","8","Out"
"Crew","Back","TIMESTAMP","8","Back"
"Crew","Notes","CHARACTER LARGE OBJECT","8","Notes"
"Crew","Quantity","INTEGER","4","Quantity"
"Crew","Allocated","INTEGER","4","Allocated"
"Crew","SingleCrewRef","INTEGER","4","SingleCrewRef"
"Crew","DailyCharge","MONEY","8","DailyCharge"
"Crew","Total","MONEY","8","The total charged for this crew request. For Enhanced Cewing this is the total of LabourChargeForBilling, PDChargeForBilling, Tr"
"Crew","LastQuotedTotal","MONEY","8","For legacy crewing this amount is taken from Total; for Enhanced it is taken from QuotationChargeTotal"
"Crew","TaxTotal","MONEY","8","Tax amount on Total"
"Crew","TotalIncTax","MONEY","8","Total + TaxTotal"
"Crew","InvoicedTotal","MONEY","8",""
"Crew","Invoiced","BOOLEAN","1",""
"Crew","TotalPay","MONEY","8","The total labour costs for this crew request. For new crewing this is the total of LabourPay, PDPay, TravelPay, OvertimePay"
"Crew","SortPosition","FLOAT","4","SortPosition"
"Crew","CreatedBy","INTEGER","4",""
"Crew","CreatedDate","TIMESTAMP","8",""
"Crew","ModifiedBy","INTEGER","4",""
"Crew","ModifiedDate","TIMESTAMP","8",""
"Crew","Selected","BOOLEAN","1","For reporting"
"Crew","EqlistsAllocated","INTEGER","4",""
"Crew","xCrewTask","INTEGER","4",""
"Crew","Active","BOOLEAN","1",""
"Crew","QuoteCount","INTEGER","4",""
"Crew","RequestDefaults","CHARACTER LARGE OBJECT","8","default values for shifts stored as JSON"
"Crew","LabourCharge","MONEY","8","Summary of the ""for quotation"" Labour charges for all Shifts with BookingState = 0 (sbsIncQuote)"
"Crew","PDCharge","MONEY","8","Summary of the ""for quotation"" PD charges for all Shifts with BookingState = 0 (sbsIncQuote)"
"Crew","TravelCharge","MONEY","8","Summary of the ""for quotation"" Travel charges for all Shifts with BookingState = 0 (sbsIncQuote)"
"Crew","OvertimeCharge","MONEY","8","Summary of the ""for quotation"" Overtime charges for all Shifts with BookingState = 0 (sbsIncQuote)"
"Crew","AccommodationCharge","MONEY","8","Summary of the ""for quotation"" Accommodation charges for all Shifts with BookingState = 0 (sbsIncQuote)"
"Crew","PDChargeTax","MONEY","8","Tax estimate for PDCharge for quoting purposes"
"Crew","TravelChargeTax","MONEY","8","Tax estimate for TravelCharge for quoting purposes"
"Crew","OvertimeChargeTax","MONEY","8","Tax estimate for OvertimeCharge for quoting purposes"
"Crew","AccommodationChargeTax","MONEY","8","Tax estimate for AccommodationCharge for quoting purposes"
"Crew","RecType","BYTE","1","TCrewRecordType = (crtOld, crtUpgrading, crtUpgraded, crtNew)"
"Crew","UpgradeMasterRec","INTEGER","4","Source record ID that is ""atomised"" during the New Crewing Upgrade"
"Crew","TotalPayTax","MONEY","8","The tax amount on the TotalPay"
"Crew","LabourPay","MONEY","8","Summary of the labour (only) payments for all Shifts linked to a Crew Request"
"Crew","PDPay","MONEY","8","Summary of the PD Payments for all Shifts linked to a Crew Request"
"Crew","TravelPay","MONEY","8","Summary of the Travel Payments for all Shifts linked to a Crew Request"
"Crew","OvertimePay","MONEY","8","Summary of the Overtime Payments for all Shifts linked to a Crew Request"
"Crew","AccommodationPay","MONEY","8","Summary of the Accommodation Payments for all Shifts linked to a Crew Request"
"Crew","PDPayTax","MONEY","8","Tax for the PD Payments for all Shifts linked to a Crew Request"
"Crew","TravelPayTax","MONEY","8","Tax for the Travel Pays for all Shifts linked to a Crew Request"
"Crew","OvertimePayTax","MONEY","8","Tax forthe Overtime Pays for all Shifts linked to a Crew Request"
"Crew","AccommodationPayTax","MONEY","8","Tax for the Accomodation Pays for all Shifts linked to a Crew Request"
"Crew","TotalPayIncTax","MONEY","8","New Crewing uses this field for summing all 5 Payments and their 5 Taxes"
"Crew","LabourChargeForBilling","MONEY","8","Summary of the billable Labour charges for all Shifts with BookingState < 2 (not Cancelled nor Blackout)"
"Crew","PDChargeForBilling","MONEY","8","Summary of the billable  PD charges for all Shifts with BookingState < 2 (not Cancelled nor Blackout)"
"Crew","TravelChargeForBilling","MONEY","8","Summary of the billable Travel charges for all Shifts with BookingState < 2 (not Cancelled nor Blackout)"
"Crew","OvertimeChargeForBilling","MONEY","8","Summary of the billable Overtime charges for all Shifts with BookingState < 2 (not Cancelled nor Blackout)"
"Crew","AccommodationChargeForBilling","MONEY","8","Summary of the billable Accommodation charges for all Shifts with BookingState < 2 (not Cancelled nor Blackout)"
"Crew","QuotationChargeTotal","MONEY","8","Sum of LabourCharge, PDCharge, TravelCharge, OvertimeCharge, AccommodationCharge"
"Crew","LabourChargeTax","MONEY","8","Tax estimate for LabourCharge for quoting purposes"
"Crew","QuotationChargeTotalTax","MONEY","8","Tax estimate for QuotationChargeTotal for quoting purposes"
"Crew","QuotationChargeTotalTaxInc","MONEY","8","QuotationChargeTotal + QuotationChargeTotalTax"
"Crew","LabourPayTax","MONEY","8","Tax for the Labour Pay for all Shifts linked to a Crew Request"
"Crew","xRepeatLink","INTEGER","4","Link back to the crew task record that provided the logic for generating a record with this column assigned a value. This linked"
"Crew","TaskRepeatOptions","BYTE","1","TTaskRepeatOptions = (troNever, troDaily, troWeekly, troMonthly, troAnnually)"
"Crew","TaskRepeatEndType","BYTE","1","TTaskRepeatEndType = (tretNever, tretAfterDate, tretAfterOccurrences)"
"Crew","TaskRepeatEndDate","DATE","4","No records of TaskRepeatOptions > troNever will be created after this date"
"Crew","TaskRepeatOccurances","BYTE","1","Number records of TaskRepeatOptions > troNever will be created if TaskRepeatEndType = tretAfterOccurrences"
"Crew","TaskRepeatInterval","BYTE","1","e.g every  2 days, or every 2 weeks"
"CrewAccommodation","Idx","AUTOINC","4",""
"CrewAccommodation","xJob","INTEGER","4","Link to Jobs.nx1"
"CrewAccommodation","BookingDate","DATE","4",""
"CrewAccommodation","xCompany","INTEGER","4","Link to Company.nx1, i.e. the Hotels, B&B etc"
"CrewAccommodation","Charge","MONEY","8",""
"CrewAccommodation","OrderStatus","BYTE","1","TShiftOrderStatus = (sosNone, sosPartial, sosFullfilled, sosOver)"
"CrewAccommodation","RoomsOrdered","INTEGER","4",""
"CrewAccommodation","GuestsOrdered","INTEGER","4",""
"CrewAccommodation","Flag","BYTE","1","see TAccommodationFlag = (afNone, afShiftDateChange, afShiftRoomChange)"
"CrewAccommodation","FlagNarrative","CHARACTER LARGE OBJECT","8","when Flag is being set triggers and client code can write to this column to log the reasons. The column can be written to and cl"
"CrewAccommodationLkp","Idx","AUTOINC","4",""
"CrewAccommodationLkp","xCrewShift","INTEGER","4","link to CrewShift.Idx"
"CrewAccommodationLkp","xCrewAccommodation","INTEGER","4","link to CrewAccommodation.Idx"
"CrewAccommodationLkp","AccommodationDay","BYTE","1","TAccommodationDay = (adBeforeShift, adOnShift, adAfterShift)"
"CrewAccommodationLkp","RoomDesignation","CHARACTER VARYING","21","the room number booked"
"CrewActivities","IDX","AUTOINC","4",""
"CrewActivities","xArea","INTEGER","4","link to CrewHeader.idx"
"CrewActivities","ActivityDate","DATE","4",""
"CrewActivities","ActivityType","BYTE","1","TActivityType = (atOnSite, atWarehouse)"
"CrewActivities","Description","CHARACTER VARYING","51",""
"CrewActivities","xClonedFrom","INTEGER","4","Used when cloning an Area in Enhanced Crew. Without this cloned Shifts wouldn''t know what Activity to link to"
"CrewAffinities","IDX","AUTOINC","4",""
"CrewAffinities","xPerson","INTEGER","4","link to Name2.NameCounter"
"CrewAffinities","xLink","INTEGER","4","link to Users.UID or Name2.NameCounter, depending on the value of LinkType"
"CrewAffinities","Score","BYTE","1","range of say 0..5"
"CrewAffinities","LinkType","BYTE","1","TAffinityLinkType = (altHandler, altCrewBoss)"
"CrewAffinities","ScoreIsNegative","BOOLEAN","1",""
"CrewAttributes","IDX","AUTOINC","4",""
"CrewAttributes","Description","CHARACTER VARYING","51",""
"CrewAttributes","Expires","BOOLEAN","1",""
"CrewEqlNew","Idx","AUTOINC","4","Idx"
"CrewEqlNew","Eqlno","INTEGER","4","Eqlno"
"CrewEqlNew","CrewRef","INTEGER","4","CrewRef"
"CrewPeopleAttributes","IDX","AUTOINC","4",""
"CrewPeopleAttributes","xPerson","INTEGER","4","link to Name2.NameCounter"
"CrewPeopleAttributes","xCrewAttribute","INTEGER","4","link to CrewAttribute.Idx"
"CrewPeopleAttributes","ExpiryDate","DATE","4","e.g. when fork life license expires for person X"
"CrewPeopleAttributes","Notes","CHARACTER LARGE OBJECT","8",""
