"TABLE_NAME","FIELD_NAME","FIELD_TYPE_SQL","FIELD_LENGTH","FIELD_DESC"
"Hetype","DailyCostA","MONEY","8",""
"Hetype","DailyCostB","MONEY","8",""
"Hetype","DailyCostC","MONEY","8",""
"Hetype","DailyCostD","MONEY","8",""
"Hetype","PrepCostA","MONEY","8",""
"Hetype","PrepCostB","MONEY","8",""
"Hetype","PrepCostC","MONEY","8",""
"Hetype","PrepCostD","MONEY","8",""
"Hetype","UserInt1","DECIMAL","8",""
"Hetype","UserInt2","DECIMAL","8",""
"Hetype","UserInt3","DECIMAL","8",""
"Hetype","aGUID","GUID","16","No Default please!"
"Hetype","xManufacturer","INTEGER","4","Manufacturer"
"Hetype","ModuleNumber","SHORTSTRING","31","NOT USED - FOR FUTURE EXPANSION"
"Hetype","MinStocklevel","INTEGER","4","NOT USED - FOR FUTURE EXPANSION"
"Hetype","PowerUsage","DECIMAL","8","Power Usage"
"Hetype","ResidualValueA","MONEY","8","Depreciation Residual Value"
"Hetype","ResidualValueB","MONEY","8","Depreciation Residual Value"
"Hetype","ResidualValueC","MONEY","8","Depreciation Residual Value"
"Hetype","ResidualValueD","MONEY","8","Depreciation Residual Value"
"Hetype","Class","BYTE","1","ecRental, ecConsumable, ecNewSales,ecExRentalSales (0..3)"
"Hetype","ToRental","INTEGER","4","Linked type when transfering stock"
"Hetype","ToConsumable","INTEGER","4","Linked type when transfering stock"
"Hetype","ToNewSales","INTEGER","4","Linked type when transfering stock"
"Hetype","ToExRentalSales","INTEGER","4","Linked type when transfering stock"
"Hetype","ReorderQuant","INTEGER","4","How many new sales parts to order"
"Hetype","LowStockWarning","INTEGER","4","Warning if stock is this low"
"Hetype","DesiredStockHolding","INTEGER","4","How many we link to keep in stock"
"Hetype","MPN","SHORTSTRING","26","Manufacturers Part Number"
"Hetype","AcquisitionCostA","MONEY","8","The default cost to purchase or subhire in"
"Hetype","AcquisitionCostB","MONEY","8","The default cost to purchase or subhire in"
"Hetype","AcquisitionCostC","MONEY","8","The default cost to purchase or subhire in"
"Hetype","AcquisitionCostD","MONEY","8","The default cost to purchase or subhire in"
"Hetype","AcquisitionSchemeA","SMALLINT","2","The default price scheme for purchase or subhire in"
"Hetype","AcquisitionSchemeB","SMALLINT","2","The default price scheme for purchase or subhire in"
"Hetype","AcquisitionSchemeC","SMALLINT","2","The default price scheme for purchase or subhire in"
"Hetype","AcquisitionSchemeD","SMALLINT","2","The default price scheme for purchase or subhire in"
"Hetype","SWL","INTEGER","4",""
"Hetype","HSN","SHORTSTRING","21","Harmonized System of Nomenclature"
"Hetype","ExcludeFromMarkups","BOOLEAN","1","Allows specefic types to be excludes from Markup calculations on an equipment list"
"Hetype","ISO2","SHORTSTRING","3","Two character ISO country for COO"
"Hetype","ISO3","SHORTSTRING","4","Three character ISO country for COO"
"Hetype","PrePack","BOOLEAN","1","Activates PrePack functionality"
"Hetype","WarehouseScansOnly","BOOLEAN","1","if true then this type cannot be counted through warehouse operations"
"INT_AccountsExport","Idx","AUTOINC","4",""
"INT_AccountsExport","RecordNumber","INTEGER","4",""
"INT_AccountsExport","LinkedTable","INTEGER","4","0=Invoice, 1 = Purchase"
"INT_AccountsExport","ExportTime","TIMESTAMP","8",""
"INT_AccountsExport","ExportBy","CHARACTER VARYING","41",""
"INT_FinancialHistory","IDX","AUTOINC","4",""
"INT_FinancialHistory","AccRef","SHORTSTRING","13",""
"INT_FinancialHistory","AccountStatus","INTEGER","4",""
"INT_FinancialHistory","Aged30","MONEY","8",""
"INT_FinancialHistory","Aged60","MONEY","8",""
"INT_FinancialHistory","Aged90","MONEY","8",""
"INT_FinancialHistory","AgedCurrent","MONEY","8",""
"INT_FinancialHistory","AgedOlder","MONEY","8",""
"INT_FinancialHistory","CreditLimit","MONEY","8",""
"INT_FinancialHistory","CurrentBalance","MONEY","8",""
"INT_FinancialHistory","OnStop","BOOLEAN","1",""
"INT_FinancialHistory","ModfiedDate","TIMESTAMP","8",""
"INT_FinancialHistory","CurrencyID","BYTE","1",""
"INVDATA","Invkey","AUTOINC","4","Invkey"
"INVDATA","Invno","INTEGER","4","Invno"
"INVDATA","Quantity","DOUBLE PRECISION","8","Quantity"
"INVDATA","Inv_text","CHARACTER LARGE OBJECT","8","Inv_text"
"INVDATA","PreDiscountTotal","MONEY","8",""
"INVDATA","LineDiscount","DOUBLE PRECISION","8",""
"INVDATA","Inv_amount","MONEY","8","Inv_amount"
"INVDATA","LineTotal","MONEY","8",""
"INVDATA","xTaxCode","SMALLINT","2",""
"INVDATA","Tax_rate","DOUBLE PRECISION","8","Tax_rate"
"INVDATA","TaxAmount","DOUBLE PRECISION","8",""
"INVDATA","Sort_Link","INTEGER","4","actual an income link to Eqlists, Crew, Tranplan or Costs"
"INVDATA","Notes","CHARACTER LARGE OBJECT","8",""
"INVDATA","xGeneralCostCentre","BYTE","1","see TGeneralCostCentre"
"INVDATA","xNominal","INTEGER","4",""
"INVDATA","RowType","BYTE","1","Set TRowType"
"INVDATA","MasterRowGUID","GUID","16","Binds Heading and Data rows"
"INVDATA","xMasterRow","GUID","16",""
"INVDATA","Visible","BOOLEAN","1",""
"INVDATA","xOriginalChargeLine","INTEGER","4","For Credit lines Only. Looks up master"
"INVDATA","SubCostCentre","BYTE","1","TSubCostCentre = (sccCrewOld, sccCrewMainAmount, sccCrewPDsAmount, sccCrewTravelAmount, sccCrewOvertimeAmount)"
"I_MASTER","MasterNo","INTEGER","4","MasterNo"
"I_MASTER","Frequency","INTEGER","4","Frequency"
"I_MASTER","StartDate","DATE","4","StartDate"
"I_MASTER","EndDate","DATE","4","EndDate"
"I_MASTER","No_of_invoices","INTEGER","4","No_of_invoices"
"I_MASTER","MasterInvoice","INTEGER","4","MasterInvoice"
"I_MASTER","SplitMode","INTEGER","4","SplitMode"
"I_MASTER","SuppressMaster","BOOLEAN","1","SuppressMaster"
"I_MASTER","Ordinal","INTEGER","4","Ordinal"
"I_MASTER","Day","INTEGER","4","Day"
"ImageTypes","IDX","AUTOINC","4",""
"ImageTypes","Description","CHARACTER VARYING","101","e.g. signature, passport scan etc"
"ImageTypes","ExactDimensionsNeeded","BOOLEAN","1",""
"ImageTypes","ExactHeight","WORD","2",""
"ImageTypes","ExactWidth","WORD","2",""
"ImageTypes","ItemImageClass","BYTE","1","TItemImageClass = (iicUnspecified ,iicEquipmentType, iicUser, iicRepair, iicPAT)"
"InventoryLogs","IDX","AUTOINC","4",""
"InventoryLogs","ChangeNarrative","SHORTSTRING","256",""
"InventoryLogs","ChangedTableName","SHORTSTRING","26",""
"InventoryLogs","ChangeAction","BYTE","1","TTableAction = (taInsert, taUpdate, taDelete)"
"InventoryLogs","ChangedRecordID","INTEGER","4",""
"InventoryLogs","ChangeInfo","CHARACTER LARGE OBJECT","8",""
"InventoryLogs","ChangeDate","TIMESTAMP","8",""
"InventoryLogs","LogGroup","BYTE","1","TInventoryLogGroup(ilType, ilItem, ilCategory, ilMasterCategory, ilRepair....)"
"InventoryLogs","xUser","INTEGER","4",""
"InventoryLogs","ChangeMeaning","BYTE","1","TInventoryLogMeaning = (lmCreated, ilmRepairStatus, ilmRepairCompletedDate"
"Invoice","Invoice_count","AUTOINC","4","Invoice_count"
"Invoice","Job","INTEGER","4","Job"
"Invoice","Inv_no","SHORTSTRING","21","Inv_no"
"Invoice","Inv_Date","DATE","4","Inv_Date"
"Invoice","DocType","BYTE","1","see TAccountsDocument"
"Invoice","Our_Ref","SHORTSTRING","31","Our_Ref"
"Invoice","Your_Ref","SHORTSTRING","31","Your_Ref"
"Invoice","Client","INTEGER","4","Client"
"Invoice","Company","BOOLEAN","1","Company"
"Invoice","Name","SHORTSTRING","51","Name"
"Invoice","Address1","SHORTSTRING","51","Address1"
"Invoice","Address2","SHORTSTRING","51","Address2"
"Invoice","Address3","SHORTSTRING","51","Address3"
"Invoice","Town","SHORTSTRING","51","Town"
"Invoice","County","SHORTSTRING","51","County"
"Invoice","Postcode","SHORTSTRING","51","Postcode"
"Invoice","Country","SHORTSTRING","51","Country"
"Invoice","Telephone","SHORTSTRING","51","Telephone"
"Invoice","Facsimile","SHORTSTRING","51","Facsimile"
"Invoice","Terms","INTEGER","4","Terms"
"Invoice","Due","DATE","4","Due"
"Invoice","xShipTo","INTEGER","4","new lookup for ShipTo"
"Invoice","T1","SHORTSTRING","51","Ship To NAME"
"Invoice","T2","SHORTSTRING","51","Ship To ADD1"
"Invoice","T3","SHORTSTRING","51","Ship To ADD2"
"Invoice","T4","SHORTSTRING","51","Ship To ADD3"
"Invoice","T5","SHORTSTRING","51","Ship To Town"
"Invoice","T6","SHORTSTRING","51","Ship To Couonty"
"Invoice","T7","SHORTSTRING","51","Ship To PostCode"
"Invoice","T8","SHORTSTRING","51","Ship To Country"
"Invoice","T9","SHORTSTRING","51","T9"
"Invoice","Totalex","MONEY","8","Totalex"
"Invoice","Vat","MONEY","8","Vat"
"Invoice","Totalinc","MONEY","8","Totalinc"
"Invoice","VATtable","CHARACTER LARGE OBJECT","8","VATtable"
"Invoice","Notes","CHARACTER LARGE OBJECT","8","Notes"
"Invoice","HireDiscountRate","SMALLINT","2","legacy"
"Invoice","HireDiscount","MONEY","8","legacy"
"Invoice","SaleDiscountRate","SMALLINT","2","legacy"
"Invoice","SaleDiscount","MONEY","8","legacy"
"Invoice","CrewDiscountRate","SMALLINT","2","legacy"
"Invoice","CrewDiscount","MONEY","8","legacy"
"Invoice","TransportDiscountRate","SMALLINT","2","legacy"
"Invoice","TransportDiscount","MONEY","8","legacy"
"Invoice","ExtraDiscountRate","DOUBLE PRECISION","8","legacy"
"Invoice","ExtraDiscountValue","MONEY","8","legacy"
"Invoice","xCreatedBy","INTEGER","4",""
"Invoice","CreatedDate","TIMESTAMP","8",""
"Invoice","xModifiedBy","INTEGER","4",""
"Invoice","ModifiedDate","TIMESTAMP","8",""
"Invoice","PrimarySite","SMALLINT","2","PrimarySite"
"Invoice","Currency","SMALLINT","2","Currency"
"Invoice","Printed","BOOLEAN","1","Printed"
"Invoice","Posted","BOOLEAN","1",""
"Invoice","Paid","BOOLEAN","1","Paid"
"Invoice","CreditedTotalEx","MONEY","8",""
"Invoice","CreditedTotalInc","MONEY","8",""
"Invoice","IsMaster","BOOLEAN","1",""
"Invoice","InvoicingOptions","CHARACTER LARGE OBJECT","8","TInvoicingOptions"
"Invoice","xInvoice","INTEGER","4","Only for Credit Notes. Refers to original record"
"Invoice","ChargingPercentage","FLOAT","4",""
"Invoice","PaidDate","DATE","4",""
"Invoice","XMLGenerationStatus","BYTE","1","TXMLGenerationStatus = (xgsNone, xgsFailed, xgsPassed)"
"Invoice","XML","CHARACTER LARGE OBJECT","8","Where we store generated XML or any issues with generating XML for an e-invoice"
"Item","Barcode","SHORTSTRING","21","Barcode"
"Item","Type","INTEGER","4","Equipment Type"
"Item","Lasttest","SHORTSTRING","21","Stock #"
"Item","Notes","CHARACTER LARGE OBJECT","8",""
"Item","Int1","INTEGER","4","Owner Site (for audit purposes only, not stocklevels)"
"Item","Homelocation","INTEGER","4","Warehouse where the item lives (related to stocklevels for that warehouse)"
"Item","Lastservice","INTEGER","4","Warehouse where the item currently is (relates to loans)"
"Item","LastSpass","BOOLEAN","1","LastSpass"
"Item","LastSdate","TIMESTAMP","8","LastSdate"
"Item","SerialNo","SHORTSTRING","51","SerialNo"
"Item","PurchPrice","MONEY","8","PurchPrice"
"Item","PurchDate","DATE","4","PurchDate"
"Item","CurrentJob","INTEGER","4","Last eqlist ID that item was dispatched on"
"Item","Itemref","AUTOINC","4","Unique ID field for record"
"Item","Incase","INTEGER","4","Consignment Owner"
"Item","Lcurrent","INTEGER","4","Last eqlist line that item was dispatched on"
"Item","Ret","BOOLEAN","1","Legacy - to be removed"
"Item","Deleted","BOOLEAN","1","Legacy - to be removed"
"Item","BarcodeType","BYTE","1","0 = Owned, 1 = Floating, 2 = Consigned"
"Item","CommissionStatus","BYTE","1","0 = Available, 1=Cannot Find, 2 = In Repair, 3 = Retired, 4 = Disposed"
"Item","Costcentre","INTEGER","4","Stock In Audit Link"
"Item","HoursUsed","INTEGER","4","Stock Out Audit Link"
"Item","xStockIn","INTEGER","4","WHAudit IN link - will change when HomeLocation is changed"
"Item","xStockOut","INTEGER","4","WHAudit OUTlink - will change when HomeLocation is changed"
"Item","Currency","SMALLINT","2","Currency"
"Item","LastOperation","INTEGER","4","Last Warehouse operation doc ID"
"Item","LastOpType","BYTE","1","TWarehouseOp "
"Item","LastWarehouseBay","BYTE","1","TWarehouseBay"
"Item","NoIndependentScans","BOOLEAN","1",""
"Item","xLoanExchange","INTEGER","4","Has an empheral value that links a barcode kept with a barcode it was swapped with.It should be cleared when a barcode is scanne"
"Item","OnLoan","BOOLEAN","1",""
"Item","Created","TIMESTAMP","8",""
"Item","xBatch","INTEGER","4","(Link to Batch Table for Sales)"
"Item","xLocation","INTEGER","4",""
"Item","ManufactureDate","DATE","4",""
"Item","xDisposedItem","INTEGER","4",""
"Item","xTransferredToItem","INTEGER","4",""
"Item","LastOpScan","INTEGER","4","Last scan ID that is not a Carnet"
"Item","PrePackMode","BYTE","1","TPrePackMode = (ppmEmpty, ppmFreeForm, ppmTemplate)"
"Item","PrePackCompletion","BYTE","1","TPrePackCompletion = (ppcNotApplicable, ppcNone, ppcPartial, ppcFull)"
"Item","xTemplateType","INTEGER","4","looks up PrePackTemplatesTypes  if PrePackMode = ppmTemplate (2)"
"Item","xBatchDisposal","INTEGER","4","link to BatchItemDisposals"
"ItemPics","IDX","AUTOINC","4",""
"ItemPics","ItemID","INTEGER","4",""
"ItemPics","Image","IMAGE","8",""
"ItemPics","ImageClassName","SHORTSTRING","26",""
"ItemPics","IsDefault","BOOLEAN","1",""
"ItemPics","xImageType","INTEGER","4",""
"ItemPics","OriginalImageSource","CHARACTER VARYING","101",""
"ItemPics","PictureDateTime","TIMESTAMP","8",""
"ItemsBatch","Idx","AUTOINC","4",""
"ItemsBatch","Description","SHORTSTRING","51",""
"ItemsBatch","xType","INTEGER","4",""
"JOBS","JobNo","AUTOINC","4","JobNo"
"JOBS","Client","INTEGER","4","Customer"
"JOBS","Status","SMALLINT","2","Status"
"JOBS","Job_Ref","SHORTSTRING","21","Job Ref"
"JOBS","Job_Title","SHORTSTRING","51","Job Title"
"JOBS","Notes","CHARACTER LARGE OBJECT","8","Notes"
"JOBS","Due Out","TIMESTAMP","8","Due Out"
"JOBS","Due Back","TIMESTAMP","8","Due Back"
"JOBS","Venue","INTEGER","4","Venue"
"JOBS","Type","INTEGER","4","Type"
"JOBS","Handler","INTEGER","4","Job Handler"
"JOBS","SalesPerson","SMALLINT","2","Sales Handler"
"JOBS","xTaxAddress","INTEGER","4","tax override"
"JOBS","Name","SHORTSTRING","51","Name"
"JOBS","Address1","SHORTSTRING","51","Address1"
"JOBS","Address2","SHORTSTRING","51","Address2"
"JOBS","Address3","SHORTSTRING","51","Address3"
"JOBS","Town","SHORTSTRING","51","Town"
"JOBS","County","SHORTSTRING","51","County"
"JOBS","Country","SHORTSTRING","51","Country"
"JOBS","Telephone","SHORTSTRING","51","Telephone"
"JOBS","Facsimile","SHORTSTRING","51","Facsimile"
"JOBS","Company","BOOLEAN","1","Company"
"JOBS","Postcode","SHORTSTRING","51","Postcode"
"JOBS","PrimarySite","SMALLINT","2","PrimarySite"
"JOBS","Cellular","SHORTSTRING","26","Cellular"
"JOBS","Currency","SMALLINT","2","Currency"
"JOBS","WarehouseSites","BIGINT","8",""
"JOBS","Budget","MONEY","8",""
"JOBS","OrderNumber","SHORTSTRING","31",""
"JOBS","CreatedBy","INTEGER","4","Created By"
"JOBS","CreatedDate","TIMESTAMP","8",""
"JOBS","ConfirmedBy","INTEGER","4",""
"JOBS","ConfirmedDate","TIMESTAMP","8",""
"JOBS","ModifiedBy","INTEGER","4",""
"JOBS","ModifiedDate","TIMESTAMP","8",""
"JOBS","LastQuotedEquipment","MONEY","8","Total of Eqlist Income in last generated Quote report"
"JOBS","LastQuotedCrew","MONEY","8","Total of Crew Income in last generated Quote report"
"JOBS","LastQuotedTransport","MONEY","8","Total of Transport Income in last generated Quote report"
"JOBS","LastQuotedMiscCosts","MONEY","8","Total of Misc Income in last generated Quote report"
"JOBS","AllQuotedEquipment","MONEY","8","Total of all Eqlist Income on generated Quote reports"
"JOBS","AllQuotedCrew","MONEY","8","Total of all Crew Income on generated Quote reports"
"JOBS","AllQuotedTransport","MONEY","8","Total of all Transport Income on generated Quote reports"
"JOBS","AllQuotedMisc","MONEY","8","Total of all Misc Income on generated Quote reports"
"JOBS","PredictedEquipmentQuoteIncome","MONEY","8","Total of all Eqlist Income on Job at Quote Status"
"JOBS","PredictedEquipmentProvisionalIncome","MONEY","8","Total of all Eqlist Income on Job at Provisional Status"
"JOBS","PredictedEquipmentConfirmedPlusIncome","MONEY","8","Total of all Eqlist Income on Job at Confirmed+Status"
"JOBS","PredictedCrewQuoteIncome","MONEY","8","Total of all Crew Income on Job at Quote Status"
"JOBS","PredictedCrewProvisionalIncome","MONEY","8","Total of all Crew Income on Job at Provisional Status"
"JOBS","PredictedCrewConfirmedPlusIncome","MONEY","8","Total of all Crew Income on Job at Confirmed+Status"
"JOBS","PredictedTransportQuoteIncome","MONEY","8","Total of all Transport Income on Job at Quote Status"
"JOBS","PredictedTransportProvisionalIncome","MONEY","8","Total of all Transport Income on Job at Provisional Status"
"JOBS","PredictedTransportConfirmedPlusIncome","MONEY","8","Total of all Transport Income on Job at Confirmed+Status"
"JOBS","PredictedMiscQuoteIncome","MONEY","8","Total of all Misc Income on Job at Quote Status"
"JOBS","PredictedMiscProvisionalIncome","MONEY","8","Total of all Misc Income on Job at Provisional Status"
"JOBS","PredictedMiscConfirmedPlusIncome","MONEY","8","Total of all Misc Income on Job at Confirmed+Status"
"JOBS","AnticpatedEquipmentQuoteCosts","MONEY","8","Total of all Subhire Costs on Job at Quote Status"
"JOBS","AnticpatedEquipmentProvisionalCosts","MONEY","8","Total of all Subhire Costs on Job at Provisional Status"
"JOBS","AnticpatedEquipmentConfirmedPlusCosts","MONEY","8","Total of all Subhire Costs on Job at Confirmed+Status"
"JOBS","AnticpatedCrewQuoteCosts","MONEY","8","Total of all Crew Costs on Job at Quote Status"
"JOBS","AnticpatedCrewProvisionalCosts","MONEY","8","Total of all Crew Costs on Job at Provisional Status"
"JOBS","AnticpatedCrewConfirmedPlusCosts","MONEY","8","Total of all Crew Costs on Job at Confirmed+Status"
"JOBS","AnticpatedTransportQuoteCosts","MONEY","8","Total of all Transport Costs on Job at Quote Status"
"JOBS","AnticpatedTransportProvisionalCosts","MONEY","8","Total of all Transport Costs on Job at Provisional Status"
"JOBS","AnticpatedTransportConfirmedPlusCosts","MONEY","8","Total of all Transport Costs on Job at Confirmed+Status"
"JOBS","AnticpatedMiscQuoteCosts","MONEY","8","Total of all Misc Costs on Job at Quote Status"
"JOBS","AnticpatedMiscProvisionalCosts","MONEY","8","Total of all Misc Costs on Job at Provisional Status"
"JOBS","AnticpatedMiscConfirmedPlusCosts","MONEY","8","Total of all Misc Costs on Job at Confirmed+Status"
"JOBS","InvoicedEqlist","MONEY","8","Total Invoiced for Eqlists On Job"
"JOBS","InvoicedCrew","MONEY","8","Total Invoiced for Crew On Job"
"JOBS","InvoicedTransport","MONEY","8","Total Invoiced for Transport On Job"
"JOBS","InvoicedMisc","MONEY","8","Total Invoiced for Misc Income On Job"
"JOBS","OrderedEqlist","MONEY","8","Total Purchased for Subhires On Job"
"JOBS","OrderedCrew","MONEY","8","Total Purchased for Crew On Job"
"JOBS","OrderedTransport","MONEY","8","Total Purchased for Transport On Job"
"JOBS","OrderedMisc","MONEY","8","Total Purchased for Misc Costs On Job"
"JOBS","InvoicesReceivedEqlist","MONEY","8","Total Invoices Received for Subhire POs On Job"
"JOBS","InvoicesReceivedCrew","MONEY","8","Total Invoices Received for Crew POs On Job"
"JOBS","InvoicesReceivedTransport","MONEY","8","Total Invoices Received for Transport POs On Job"
"JOBS","InvoicesReceivedMisc","MONEY","8","Total Invoices Received for Misc Costs POs On Job"
"JOBS","PredictedQuoteStatusProfit","MONEY","8","Total Predicted Income - Total Predicted Costs at Quote Status"
"JOBS","PredictedProvisionalStatusProfit","MONEY","8","Total Predicted Income - Total Predicted Costs at Provisional Status"
"JOBS","PredictedConfirmedPlusStatusProfit","MONEY","8","Total Predicted Income - Total Predicted Costs at Confirmed+ Status"
"JOBS","AccountingProfit","MONEY","8","Total Invoiced - Total Purchased"
"JOBS","Invoiced","BOOLEAN","1",""
"JOBS","Locked","BOOLEAN","1",""
"JOBS","Upgraded","BOOLEAN","1",""
"JOBS","xMainVenue","INTEGER","4",""
"JOBS","xAntiFraudAction","BYTE","1",""
"JOBS","InvoiceState","BYTE","1","TJobInvoiceState = (jisNothingToInvoice, jisDoNotInvoice,jisNothingInvoicedYet,
jisPartiallyInvoiced, jisFullyInvoiced)"
"JOBS","JobCommissionType","BYTE","1",""
"JOBS","RentalIncomeCommission","DOUBLE PRECISION","8",""
"JOBS","CrewIncomeCommission","DOUBLE PRECISION","8",""
"JOBS","TransportIncomeCommission","DOUBLE PRECISION","8",""
"JOBS","MiscIncomeCommission","DOUBLE PRECISION","8",""
"JOBS","RentalExpenditureCommission","DOUBLE PRECISION","8",""
"JOBS","CrewExpenditureCommission","DOUBLE PRECISION","8",""
"JOBS","TransportExpenditureCommission","DOUBLE PRECISION","8",""
"JOBS","MiscExpenditureCommission","DOUBLE PRECISION","8",""
"JOBS","SplitCommissionNotOnConsumables","BOOLEAN","1","Functionality is actualy ""CommissionNotOnConsumables"", meaning exclude
Consumabables from the commmission calculation"
"JOBS","DirtyTax","BOOLEAN","1",""
"JOBS","AnticpatedSalesQuoteCosts","MONEY","8","Total of all Eqlists.Costs values on Job at Confirmed+ Status"
"JOBS","AnticpatedSalesProvisionalCosts","MONEY","8","Total of all Eqlists.Costs values on Job at ProvisionalStatus"
"JOBS","AnticpatedSalesConfirmedPlusCosts","MONEY","8","Total of all Eqlists.Costs values on Job at Quote Status"
"JOBS","EquipmentCostEstimate","MONEY","8",""
"JOBS","CrewCostEstimate","MONEY","8",""
"JOBS","TransportCostEstimate","MONEY","8",""
"JOBS","MiscCostEstimate","MONEY","8",""
"JOBS","xAuthorisedForQuotingDate","TIMESTAMP","8",""
"JOBS","xAuthorisedForQuotingBy","INTEGER","4",""
"JOBS","AuthorisedForQuotingLimit","MONEY","8",""
"JOBS","JobCommissionFromVenue","BOOLEAN","1",""
"JOBS","CommissionNotOnAdditionals","BOOLEAN","1","As per ""CommissionNotOnConsumables"", meaning exclude Additional Charges from
the commmission calculation"
"JOBS","CommissionAsCost","BOOLEAN","1","FALSE would mean that commission is subtracted from Revenue when calculating
profitablity figures instead of adding to Costs, w"
"JOBS","NewCrewing","BOOLEAN","1","Determines whether a Job works with the new Crewing module"
"JOBS","xCrewManager","INTEGER","4","Manager (Crew Boss) in the new Crewing module. RI with Name2"
"JOBS","xCrewCoordinator","INTEGER","4","Person responsible for booking and ordering Crew"
"JOBS","CrewNotes","CHARACTER LARGE OBJECT","8",""
"JOBS","LegacyCrewingOnly","BOOLEAN","1",""
"JOBS","JobVisibility","BYTE","1","TJobVisibility = (jvEverywhere, jvNotInSearches)"
"JobFinances","IDX","AUTOINC","4",""
"JobFinances","xJob","INTEGER","4",""
"JobFinances","IsIncome","BOOLEAN","1",""
"JobFinances","xCostCentreID","INTEGER","4","e.g. Eqlist.Eqlno, Costs.IDX etc"
"JobFinances","xGeneralCostCentre","BYTE","1","see TGeneralCostCentre"
"JobFinances","xInternalCostCentre","BYTE","1","see TInternalCostCentre"
"JobFinances","xStatus","SMALLINT","2",""
"JobFinances","LastQuotedDate","TIMESTAMP","8",""
"JobFinances","QuotedPrice","MONEY","8",""
"JobFinances","ActualPrice","MONEY","8",""
"JobFinances","InvoicedPrice","MONEY","8",""
"JobFinances","Reference","CHARACTER VARYING","51",""
"JobFinances","Title","SHORTSTRING","256",""
"JobFinances","SubCostCentre","BYTE","1","TSubCostCentre = (sccCrewOld, sccCrewMainAmount, sccCrewPDsAmount, sccCrewTravelAmount, sccCrewOvertimeAmount);"
"JobLogs","IDX","AUTOINC","4",""
"JobLogs","xJob","INTEGER","4",""
"JobLogs","ChangeNarrative","SHORTSTRING","256",""
"JobLogs","ChangedTableName","SHORTSTRING","26",""
"JobLogs","ChangeAction","BYTE","1","TTableAction = (taInsert, taUpdate, taDelete)"
"JobLogs","ChangedRecordID","INTEGER","4",""
"JobLogs","ChangeInfo","CHARACTER LARGE OBJECT","8",""
"JobLogs","ChangeDate","TIMESTAMP","8",""
"JobLogs","LogGroup","BYTE","1"," TJobLogGroup = (jlgHeader, jlgEqlist, jlgSubhire, jlgCrew, jlgTransport,



jlgMiscCosts, jlgCorrespondence, jlgFinances, j"
"JobLogs","xUser","INTEGER","4",""
"JobLogs","ChangeMeaning","BYTE","1"," TJobLogMeaning = (jlmCreated, jlmJobRefChange, jlmJobTitleChange,
jlmJobStatushange, jlmJobDatesChange, jlmQuoteValueChange)"
"JobLogs","xStatusMonitor","BYTE","1"," TStatusMonitor = (smInitialStatus, smOldStatus, smCurrentStatus)"
"JobNarrativeAreas","Idx","AUTOINC","4",""
"JobNarrativeAreas","Title","CHARACTER VARYING","51",""
"JobNarrativeAreasToJobTypes","Idx","AUTOINC","4",""
"JobNarrativeAreasToJobTypes","xJobNarrativeArea","INTEGER","4",""
"JobNarrativeAreasToJobTypes","xJobType","INTEGER","4",""
"JobNarratives","IDX","AUTOINC","4",""
"JobNarratives","xJob","INTEGER","4",""
"JobNarratives","Narrative","CHARACTER LARGE OBJECT","8","Store the Rich Text Narrative for the job"
"JobNarratives","xJobNarrativeAreas","INTEGER","4",""
"JobNarratives","Active","BOOLEAN","1",""
"Lookups_LOG","IDX","AUTOINC","4",""
"Lookups_LOG","TableName","SHORTSTRING","31",""
"Lookups_LOG","MasterID","INTEGER","4",""
"Lookups_LOG","ActionID","INTEGER","4",""
"Lookups_LOG","EditDate","TIMESTAMP","8",""
"MSKPick","IDX","AUTOINC","4",""
"MSKPick","Typeref","INTEGER","4","Typeref"
"MSKPick","Site","INTEGER","4","Site"
"MagicKeys","Idx","AUTOINC","4",""
"MagicKeys","MenuCaption","SHORTSTRING","26",""
"MagicKeys","PopUp","BOOLEAN","1",""
"MagicKeys","PopUpTime","WORD","2",""
"MagicKeys","Mask","SHORTSTRING","26",""
"MagicKeys","Data","CHARACTER LARGE OBJECT","8",""
"MobileDevices","Idx","AUTOINC","4",""
"MobileDevices","xUserID","SMALLINT","2",""
"MobileDevices","DeviceID","CHARACTER VARYING","101",""
"MobileDevices","NotificationToken","CHARACTER LARGE OBJECT","8",""
"MobileDevices","LastModified","TIMESTAMP","8",""
"NOMINAL","IDX","AUTOINC","4",""
"NOMINAL","NominalCode","SHORTSTRING","21","NominalCode"
"NOMINAL","NominalDescription","SHORTSTRING","51","NominalDescription"
"NOMINAL","xSite","SMALLINT","2",""
"Name2","NameCounter","AUTOINC","4","NameCounter"
"Name2","SURNAME","SHORTSTRING","51","SURNAME"
"Name2","FORENAME","SHORTSTRING","36","FORENAME"
"Name2","Nickname","SHORTSTRING","36","Nickname"
"Name2","Dob","DATE","4","Dob"
"Name2","TITLE","SHORTSTRING","11","TITLE"
"Name2","Notes","CHARACTER LARGE OBJECT","8","Notes"
"Name2","Address1","SHORTSTRING","51","Address1"
"Name2","Address2","SHORTSTRING","51","Address2"
"Name2","Address3","SHORTSTRING","51","Address3"
"Name2","Town","SHORTSTRING","51","Town"
"Name2","County","SHORTSTRING","51","County"
"Name2","Country","SHORTSTRING","51","Country"
"Name2","Postcode","SHORTSTRING","51","Postcode"
"Name2","Telephone","SHORTSTRING","51","Telephone"
